method,pv_level,seed,success,rmse,missing_ratio,runtime_ms,objective_value,n_matched,residual_raw,residual_trimmed,solver,pitch_um,focal_mm
baseline,5.0,20260210,False,0.30645716923541383,0.0,1318.092729896307,,8,,,baseline_extrap_nn_gpu,200.0,8.0
baseline,5.0,20260211,False,0.33795640442681574,0.0,2.7993470430374146,,6,,,baseline_extrap_nn_gpu,200.0,8.0
baseline,5.0,20260212,False,0.2526414626317775,0.0,6.150748580694199,,21,,,baseline_extrap_nn_gpu,200.0,8.0
baseline,5.0,20260210,False,0.28203756394458945,0.0,1314.2944350838661,,4,,,baseline_extrap_nn_gpu,200.0,10.0
baseline,5.0,20260211,False,0.33005301390962033,0.0,2.8254278004169464,,5,,,baseline_extrap_nn_gpu,200.0,10.0
baseline,5.0,20260212,False,0.25226147286246714,0.0,2.9339194297790527,,7,,,baseline_extrap_nn_gpu,200.0,10.0
baseline,5.0,20260210,False,0.28288222415636444,0.0,1315.896738320589,,4,,,baseline_extrap_nn_gpu,200.0,12.0
baseline,5.0,20260211,False,0.31453243447083273,0.0,2.5768280029296875,,6,,,baseline_extrap_nn_gpu,200.0,12.0
baseline,5.0,20260212,False,0.2992980811580369,0.0,3.504958003759384,,8,,,baseline_extrap_nn_gpu,200.0,12.0
baseline,5.0,20260210,False,0.2953947998858032,0.0,1108.691107481718,,1219,,,baseline_extrap_nn_gpu,250.0,3.0
baseline,5.0,20260211,False,0.30224821313362255,0.0,3.349762409925461,,7,,,baseline_extrap_nn_gpu,250.0,3.0
baseline,5.0,20260212,False,0.25839187958732934,0.0,120.4015277326107,,776,,,baseline_extrap_nn_gpu,250.0,3.0
baseline,5.0,20260210,False,0.2935076194113404,0.0,975.295178592205,,784,,,baseline_extrap_nn_gpu,250.0,4.0
baseline,5.0,20260211,False,0.42268834612168166,0.0,2.5692470371723175,,5,,,baseline_extrap_nn_gpu,250.0,4.0
baseline,5.0,20260212,False,0.2503990605412334,0.0,140.43022692203522,,820,,,baseline_extrap_nn_gpu,250.0,4.0
baseline,5.0,20260210,False,0.2916982073687781,0.0,865.1827834546566,,183,,,baseline_extrap_nn_gpu,250.0,5.0
baseline,5.0,20260211,False,0.4061962416026074,0.0,2.2694990038871765,,4,,,baseline_extrap_nn_gpu,250.0,5.0
baseline,5.0,20260212,False,0.25486197146820283,0.0,121.69003486633301,,712,,,baseline_extrap_nn_gpu,250.0,5.0
baseline,5.0,20260210,False,0.2968710761135084,0.0,867.4999736249447,,97,,,baseline_extrap_nn_gpu,250.0,6.0
baseline,5.0,20260211,False,0.4621776527031581,0.0,2.2515766322612762,,5,,,baseline_extrap_nn_gpu,250.0,6.0
baseline,5.0,20260212,False,0.2510179050848183,0.0,39.850469678640366,,290,,,baseline_extrap_nn_gpu,250.0,6.0
baseline,5.0,20260210,False,0.33551709938950947,0.0,832.4282206594944,,4,,,baseline_extrap_nn_gpu,250.0,8.0
baseline,5.0,20260211,False,0.31269638206579886,0.0,2.107921987771988,,4,,,baseline_extrap_nn_gpu,250.0,8.0
baseline,5.0,20260212,False,0.25164629298464125,0.0,4.427604377269745,,13,,,baseline_extrap_nn_gpu,250.0,8.0
baseline,5.0,20260210,False,0.2803591721201042,0.0,838.8750217854977,,4,,,baseline_extrap_nn_gpu,250.0,10.0
baseline,5.0,20260211,False,0.39285370684842785,0.0,2.0382218062877655,,4,,,baseline_extrap_nn_gpu,250.0,10.0
baseline,5.0,20260212,False,0.2541298532956567,0.0,2.510353922843933,,5,,,baseline_extrap_nn_gpu,250.0,10.0
baseline,5.0,20260210,False,0.2813556742195192,0.0,844.5928432047367,,4,,,baseline_extrap_nn_gpu,250.0,12.0
baseline,5.0,20260211,False,0.3496982397443405,0.0,1.969940960407257,,4,,,baseline_extrap_nn_gpu,250.0,12.0
baseline,5.0,20260212,False,0.22954059754291226,0.0,2.2604838013648987,,5,,,baseline_extrap_nn_gpu,250.0,12.0
baseline,5.0,20260210,False,0.2922274469368999,0.0,709.2638649046421,,701,,,baseline_extrap_nn_gpu,300.0,3.0
