missing_ratio,baseline_sr,asm_sr,delta_sr,baseline_rmse,asm_rmse
0.0,0.25,0.25,0.0,0.34088538308737115,0.3748631303597513
0.1,0.25,0.25,0.0,0.3458753934440419,0.3810402876570181
0.3,0.25,0.25,0.0,0.3676217916855112,0.34442799718119227
0.5,0.2,0.2,0.0,0.35028119627632504,0.35082117652647327
