method,pv_level,seed,success,rmse,runtime_ms,solver,n_observed,pso_converged,pso_n_iter,pso_dH
baseline,0.5,900000,True,0.0009806327626526563,124.8464472591877,baseline_nn,361,,,
baseline,0.5,900001,True,0.0008750393776134667,123.59247636049986,baseline_nn,361,,,
baseline,0.5,900002,True,0.0006735090844685487,122.05681949853897,baseline_nn,361,,,
baseline,0.5,900003,True,0.002157602493126552,122.81031254678965,baseline_nn,361,,,
baseline,0.5,900004,True,0.0007852911705917011,122.49357532709837,baseline_nn,361,,,
baseline,1.0,900000,True,0.000980632762652706,122.58979771286249,baseline_nn,361,,,
baseline,1.0,900001,True,0.0008750393776132862,122.92165867984295,baseline_nn,361,,,
baseline,1.0,900002,True,0.0006735090844683945,123.9973921328783,baseline_nn,361,,,
baseline,1.0,900003,True,0.0021576024931261374,123.53721354156733,baseline_nn,361,,,
baseline,1.0,900004,True,0.0007852911705914482,122.75791447609663,baseline_nn,361,,,
baseline,2.0,900000,True,0.0009803456948922454,122.74743989109993,baseline_nn,361,,,
baseline,2.0,900001,True,0.0009449980929119535,123.11896122992039,baseline_nn,361,,,
baseline,2.0,900002,True,0.0006735090844687249,122.24711943417788,baseline_nn,361,,,
baseline,2.0,900003,True,0.0021576024931261556,123.73483460396528,baseline_nn,361,,,
baseline,2.0,900004,True,0.000781721481779853,123.20942897349596,baseline_nn,361,,,
baseline,3.0,900000,True,0.0012424106441815343,123.14932607114315,baseline_nn,361,,,
baseline,3.0,900001,True,0.0008819447487991186,122.24202789366245,baseline_nn,361,,,
baseline,3.0,900002,True,0.0006259179579464279,123.43048211187124,baseline_nn,361,,,
baseline,3.0,900003,True,0.0019889858150961954,124.8702546581626,baseline_nn,361,,,
baseline,3.0,900004,True,0.0007334720935156008,121.9522450119257,baseline_nn,361,,,
baseline,5.0,900000,True,0.033147184449947804,122.90393747389317,baseline_nn,361,,,
baseline,5.0,900001,True,0.0012074259406602006,124.14918560534716,baseline_nn,361,,,
baseline,5.0,900002,True,0.0013798049562088071,122.72787000983953,baseline_nn,361,,,
baseline,5.0,900003,True,0.019754317260646793,124.26419090479612,baseline_nn,361,,,
baseline,5.0,900004,True,0.013603726825764712,125.36879256367683,baseline_nn,361,,,
baseline,7.0,900000,True,0.014004292090936132,124.61576238274574,baseline_nn,361,,,
baseline,7.0,900001,True,0.008668334796315706,125.96948724240065,baseline_nn,361,,,
baseline,7.0,900002,True,0.022004398004588904,125.62142591923475,baseline_nn,361,,,
baseline,7.0,900003,True,0.01726286562844287,124.80820529162884,baseline_nn,361,,,
baseline,7.0,900004,True,0.058698066924635924,125.69951824843884,baseline_nn,361,,,
baseline,10.0,900000,True,0.005151505874766023,77.01993733644485,baseline_nn,361,,,
baseline,10.0,900001,True,0.00864806040775629,77.94499211013317,baseline_nn,361,,,
baseline,10.0,900002,True,0.05193720559224666,79.40620835870504,baseline_nn,361,,,
baseline,10.0,900003,True,0.014041432043144543,76.8766887485981,baseline_nn,361,,,
baseline,10.0,900004,True,0.024862877818592692,78.85270100086927,baseline_nn,361,,,
