method,pv_level,seed,success,rmse,missing_ratio,runtime_ms,objective_value,n_matched,residual_raw,residual_trimmed,solver,pitch_um,focal_mm
asm,0.5,20260210,False,1.3901241012628833,0.0,28213.087379932404,29.22743797302246,1674,31.06110954284668,29.22743797302246,asm_sorting_icp_gpu,100.0,3.0
asm,0.5,20260211,False,1.4091058088575696,0.0,26511.692869476974,28.704694747924805,1482,30.611852645874023,28.704694747924805,asm_sorting_icp_gpu,100.0,3.0
asm,0.5,20260210,True,0.025849704650878352,0.0,29947.71625380963,28.727283477783203,17561,30.639270782470703,28.727283477783203,asm_sorting_icp_gpu,100.0,5.0
asm,0.5,20260211,True,0.026389921091322863,0.0,27990.17169699073,29.91602723827764,15291,31.746142360410065,29.91602723827764,asm_sorting_gpu,100.0,5.0
asm,1.5,20260210,True,0.07173980257266414,0.0,28453.183907084167,19.215553283691406,4730,21.702648162841797,19.215553283691406,asm_sorting_icp_gpu,100.0,5.0
asm,1.5,20260211,False,0.9874804430566438,0.0,23592.537511140108,27.566438674926758,974,29.574373245239258,27.566438674926758,asm_sorting_icp_gpu,100.0,5.0
asm,0.5,20260210,True,0.02939483341253509,0.0,30579.70653101802,27.194595336914062,13536,29.257822036743164,27.194595336914062,asm_sorting_icp_gpu,100.0,8.0
asm,0.5,20260211,True,0.02929830853526622,0.0,22325.910091400146,29.13173484802246,11233,31.041702270507812,29.13173484802246,asm_sorting_icp_gpu,100.0,8.0
asm,1.5,20260210,True,0.08840881083442492,0.0,26129.482101649046,27.28992462158203,10931,29.360637664794922,27.28992462158203,asm_sorting_icp_gpu,100.0,8.0
asm,1.5,20260211,True,0.08264123905112429,0.0,21209.68001242727,29.490846633911133,7423,31.35856056213379,29.490846633911133,asm_sorting_icp_gpu,100.0,8.0
asm,2.5,20260210,True,0.12287996209535958,0.0,21577.583968639374,28.535144805908203,10591,30.490976333618164,28.535144805908203,asm_sorting_icp_gpu,100.0,8.0
asm,2.5,20260211,True,0.14533427545925287,0.0,20986.677136272192,29.983238220214844,4262,31.805335998535156,29.983238220214844,asm_sorting_icp_gpu,100.0,8.0
asm,3.5,20260210,False,0.17204551454100497,0.0,20794.962733983994,29.20769416331886,8102,31.10339831503975,29.20769416331886,asm_sorting_gpu,100.0,8.0
asm,3.5,20260211,False,0.20153924882026816,0.0,16149.338936433196,29.591658363892776,2521,31.448650784780018,29.591658363892776,asm_sorting_gpu,100.0,8.0
asm,0.5,20260210,False,1.3835202346612623,0.0,8078.2569563016295,43.11201095581055,767,45.90644836425781,43.11201095581055,asm_sorting_icp_gpu,150.0,3.0
asm,0.5,20260211,False,1.0080203951581928,0.0,5853.0087834224105,44.41195297241211,792,47.13819885253906,44.41195297241211,asm_sorting_icp_gpu,150.0,3.0
asm,0.5,20260210,True,0.023034658039237814,0.0,7485.56159529835,43.14439010620117,8606,45.95138931274414,43.14439010620117,asm_sorting_icp_gpu,150.0,5.0
asm,0.5,20260211,True,0.025689678185705833,0.0,5836.363202892244,43.82475280761719,6730,46.66482162475586,43.82475280761719,asm_sorting_icp_gpu,150.0,5.0
asm,1.5,20260210,True,0.07213327027075511,0.0,2725.2323161810637,28.645771349387974,2126,32.1958681907378,28.645771349387974,asm_sorting_gpu,150.0,5.0
asm,1.5,20260211,True,0.08221298138182698,0.0,5013.799721375108,43.375332426868795,4114,46.24725424745494,43.375332426868795,asm_sorting_gpu,150.0,5.0
asm,2.5,20260210,True,0.12203835988794343,0.0,5530.482984147966,40.947059631347656,5139,43.966636657714844,40.947059631347656,asm_sorting_icp_gpu,150.0,5.0
asm,2.5,20260211,True,0.1377950737936102,0.0,4615.650980733335,43.344356536865234,3175,46.171634674072266,43.344356536865234,asm_sorting_icp_gpu,150.0,5.0
asm,3.5,20260210,False,0.20670066825880662,0.0,5417.841352522373,42.40274429321289,4664,45.36033630371094,42.40274429321289,asm_sorting_icp_gpu,150.0,5.0
asm,3.5,20260211,False,0.1990447852263562,0.0,857.8173294663429,44.44620132446289,2304,47.17677688598633,44.44620132446289,asm_sorting_icp_gpu,150.0,5.0
asm,0.5,20260210,True,0.029100402576671406,0.0,6327.547878958285,39.691307067871094,6345,42.70631790161133,39.691307067871094,asm_sorting_icp_gpu,150.0,8.0
asm,0.5,20260211,True,0.03000651746937344,0.0,5707.740915939212,44.26103210449219,5085,47.04734802246094,44.26103210449219,asm_sorting_icp_gpu,150.0,8.0
asm,1.5,20260210,True,0.07358005373113673,0.0,5584.332376718521,40.87100601196289,4921,43.921852111816406,40.87100601196289,asm_sorting_icp_gpu,150.0,8.0
asm,1.5,20260211,True,0.08156055108334796,0.0,4125.306812115014,44.2451171875,3368,47.01559829711914,44.2451171875,asm_sorting_icp_gpu,150.0,8.0
