pitch_um,focal_mm,baseline_sr,baseline_rmse,baseline_dr,baseline_n,asm_sr,asm_rmse,asm_dr,asm_n,delta_sr,rmse_gain,range_gain,pass_14x
200.0,12.0,0.7777777777777778,0.0682492627523033,1.5,9,0.7777777777777778,0.06818478423014014,1.5,9,0.0,6.447852216315275e-05,1.0,False
250.0,3.0,0.8888888888888888,0.06784925804524289,1.5,9,0.5,0.024154637187699297,0.5,6,-0.38888888888888884,0.043694620857543595,0.3333333333333333,False
250.0,4.0,0.8888888888888888,0.07156182072161003,1.5,9,0.8333333333333334,0.04231717905969978,0.5,6,-0.05555555555555547,0.02924464166191025,0.3333333333333333,False
250.0,5.0,0.8888888888888888,0.0740335514561463,1.5,9,0.7777777777777778,0.060366129686798074,1.5,9,-0.11111111111111105,0.01366742176934823,1.0,False
250.0,6.0,0.8888888888888888,0.07617189476829264,1.5,9,0.75,0.08378238465792182,2.5,12,-0.13888888888888884,-0.007610489889629174,1.6666666666666667,False
250.0,8.0,0.8333333333333334,0.04887635591155556,0.5,6,0.8333333333333334,0.048591409907512,0.5,6,0.0,0.00028494600404355835,1.0,False
250.0,10.0,0.8888888888888888,0.07592236410698275,1.5,9,0.8888888888888888,0.0758769415521459,1.5,9,0.0,4.542255483684643e-05,1.0,False
250.0,12.0,0.8888888888888888,0.08072610282740966,1.5,9,0.8888888888888888,0.07980813327769182,1.5,9,0.0,0.0009179695497178453,1.0,False
300.0,3.0,0.8888888888888888,0.06811023701648866,1.5,9,0.5,0.029023845198735004,0.5,6,-0.38888888888888884,0.039086391817753655,0.3333333333333333,False
300.0,4.0,0.8888888888888888,0.07291731256486077,1.5,9,0.8333333333333334,0.04637858622367704,0.5,6,-0.05555555555555547,0.026538726341183726,0.3333333333333333,False
300.0,5.0,0.8333333333333334,0.04239381832729666,0.5,6,0.8333333333333334,0.0405914567084414,0.5,6,0.0,0.001802361618855261,1.0,False
300.0,6.0,0.75,0.08245859111352034,2.5,12,0.75,0.0816153386842246,2.5,12,0.0,0.0008432524292957405,1.0,False
300.0,8.0,0.75,0.08514981148527595,2.5,12,0.75,0.08449887968945727,2.5,12,0.0,0.0006509317958186822,1.0,False
300.0,10.0,0.8888888888888888,0.07724443450446855,1.5,9,0.8888888888888888,0.07651335023703848,1.5,9,0.0,0.000731084267430071,1.0,False
300.0,12.0,0.8888888888888888,0.08478522733707466,1.5,9,0.8888888888888888,0.08409152720644046,1.5,9,0.0,0.0006937001306342033,1.0,False
