method,pv_level,seed,success,rmse,runtime_ms,solver,n_observed,pso_converged,pso_n_iter,pso_dH
asm_paper,0.5,900000,True,0.0009806327626526563,251.9781943410635,asm_paper_pso_ls,361,True,1,28.82916157393762
asm_paper,0.5,900001,True,0.0008750393776134667,166.96149297058582,asm_paper_pso_ls,361,True,1,20.61407257719921
asm_paper,0.5,900002,True,0.0006735090844685487,125.42991526424885,asm_paper_pso_ls,361,True,1,38.27055552045717
asm_paper,0.5,900003,True,0.002157602493126552,129.4719511643052,asm_paper_pso_ls,361,True,1,26.03279034859689
asm_paper,0.5,900004,True,0.0007852911705917011,95.57884931564331,asm_paper_pso_ls,361,True,1,35.52608225392185
asm_paper,1.0,900000,True,0.000980632762652706,74.5680732652545,asm_paper_pso_ls,361,True,1,36.51329158092886
asm_paper,1.0,900001,True,0.0008750393776132862,82.32134114950895,asm_paper_pso_ls,361,True,1,37.22156421999324
asm_paper,1.0,900002,True,0.0006735090844683945,74.87879693508148,asm_paper_pso_ls,361,True,1,45.050049810584326
asm_paper,1.0,900003,True,0.0021576024931261374,74.28125850856304,asm_paper_pso_ls,361,True,1,38.56960323465475
asm_paper,1.0,900004,True,0.0007852911705914482,76.69402100145817,asm_paper_pso_ls,361,True,1,65.7960224271202
asm_paper,2.0,900000,True,0.0009806327626526179,76.03471353650093,asm_paper_pso_ls,361,True,1,71.64223597239881
asm_paper,2.0,900001,True,0.0008750393776133899,80.65393660217524,asm_paper_pso_ls,361,True,1,103.08596359021634
asm_paper,2.0,900002,True,0.0006735090844687249,88.32576405256987,asm_paper_pso_ls,361,True,1,81.92359139871128
asm_paper,2.0,900003,True,0.0021576024931261556,83.06176867336035,asm_paper_pso_ls,361,True,1,88.72436886187344
asm_paper,2.0,900004,True,0.0007847922705685866,78.54422554373741,asm_paper_pso_ls,361,True,1,126.33849146815876
asm_paper,3.0,900000,True,0.0012424106441815664,82.53737632185221,asm_paper_pso_ls,361,True,1,108.61048352894035
asm_paper,3.0,900001,True,0.000926333759610724,116.85246229171753,asm_paper_pso_ls,361,True,2,126.60804911750712
asm_paper,3.0,900002,True,0.0006712632738157115,80.62941394746304,asm_paper_pso_ls,361,True,1,124.4936601814623
asm_paper,3.0,900003,True,0.0019855656447058715,76.20583567768335,asm_paper_pso_ls,361,True,1,124.95778028722339
asm_paper,3.0,900004,True,0.0008335083113544249,186.20313797146082,asm_paper_pso_ls,361,True,4,96.3037888438054
asm_paper,5.0,900000,True,0.001144711802897712,2540.07585439831,asm_paper_pso_ls,361,True,64,82.03133412423206
asm_paper,5.0,900001,False,0.32526115198864847,1568.1076413020492,asm_paper_pso,361,True,40,153.87323374542638
asm_paper,5.0,900002,True,0.0006059124982759,423.0720177292824,asm_paper_pso_ls,361,True,10,84.75358752651438
asm_paper,5.0,900003,True,0.025284567301994743,1291.9881036505103,asm_paper_pso_ls,361,True,33,114.33267751063134
asm_paper,5.0,900004,False,0.2476184935046997,2503.50677408278,asm_paper_pso,361,True,63,87.51575769058904
asm_paper,7.0,900000,True,0.013799563003812118,2271.8676514923573,asm_paper_pso_ls,361,True,57,107.26979363884007
asm_paper,7.0,900001,False,0.3520089445256317,1556.3940145075321,asm_paper_pso,361,True,38,78.98595721380616
asm_paper,7.0,900002,True,0.020245262678507788,11364.953779615462,asm_paper_pso_ls,361,False,300,143.67574426348415
asm_paper,7.0,900003,True,0.0021793573041606114,2446.5875281021,asm_paper_pso_ls,361,True,63,142.56530903232792
asm_paper,7.0,900004,False,0.28293223879935137,4990.84609746933,asm_paper_pso,361,True,129,97.45717280508549
asm_paper,10.0,900000,True,0.0011027398067308672,4246.647110208869,asm_paper_pso_ls,361,True,109,90.97109429353115
asm_paper,10.0,900001,True,0.0074548544983146555,11401.110721752048,asm_paper_pso_ls,361,False,300,108.99469985186502
asm_paper,10.0,900002,False,0.4056032314320551,10684.52874571085,asm_paper_pso,361,False,274,252.48193064571493
asm_paper,10.0,900003,True,0.023619760735504904,11622.32554052025,asm_paper_pso_ls,361,False,300,622.1219063849877
asm_paper,10.0,900004,False,0.17045111724604947,11502.748118713498,asm_paper_pso,361,False,300,157.62251237118528
